ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
67324,с.,Сливек,LOV,LOV18,LOV18-00,3,7,4,1901,NW,4346
67338,гр.,Сливен,SLV,SLV20,SLV20-00,1,1,4,1901,SE,4347
70812,с.,Сливенци,DOB,DOB15,DOB15-60,3,7,4,1901,NE,4348
67341,с.,Сливито,SZR,SZR22,SZR22-02,3,8,6,1901,SE,4349
67355,с.,Сливка,SML,SML02,SML02-00,3,8,7,1901,S,4350
67369,с.,Сливница,BLG,BLG28,BLG28-05,3,5,3,1905,SW,4351
67372,гр.,Сливница,SFO,SFO45,SFO45-00,1,3,6,1901,SW,4352
67444,гр.,Сливо поле,RSE,RSE33,RSE33-00,1,4,1,1901,N,4353
67386,с.,Сливовик,MON,MON26,MON26-04,3,7,3,1901,NW,4354
67395,с.,Сливовица,VTR,VTR14,VTR14-00,3,8,4,1901,N,4355
67400,с.,Сливовник,VID,VID01,VID01-00,3,8,4,1901,NW,4356
67413,с.,Сливово,BGS,BGS06,BGS06-00,3,8,4,1901,SE,4357
67427,с.,Сливово,GAB,GAB35,GAB35-00,3,8,6,1901,N,4358
67430,с.,Сливово,SML,SML31,SML31-41,3,8,8,1901,S,4359
67458,с.,Слишовци,PER,PER51,PER51-00,3,8,7,1901,SW,4360
67461,с.,Слокощица,KNL,KNL29,KNL29-39,3,5,6,1901,SW,4361
67475,с.,Сломер,VTR,VTR22,VTR22-17,3,7,3,1901,N,4362
67489,с.,Слънчево,VAR,VAR02,VAR02-21,3,6,3,1901,NE,4363
67492,с.,Слънчовец,TGV,TGV02,TGV02-00,3,8,5,1901,NE,4364
67502,с.,Слънчоглед,KRZ,KRZ08,KRZ08-16,3,7,5,1901,S,4365
67516,с.,Смилец,PAZ,PAZ32,PAZ32-04,3,7,5,1901,S,4366
67526,с.,Смилец,SLS,SLS31,SLS31-14,3,7,1,1901,N,4367
67533,с.,Смиловци,GAB,GAB05,GAB05-07,3,8,5,1907,N,4368
67547,с.,Смилян,SML,SML31,SML31-30,3,5,7,1901,S,4369
67550,с.,Смин,DOB,DOB29,DOB29-00,3,8,2,1901,NE,4370
67564,с.,Смирненски,MON,MON07,MON07-08,3,7,3,1901,NW,4371
67578,с.,Смирненски,RSE,RSE05,RSE05-09,3,5,4,1901,N,4372
67581,с.,Смирненци,HKV,HKV33,HKV33-20,3,7,3,1901,S,4373
67595,с.,Смиров дол,PER,PER19,PER19-00,3,8,7,1901,SW,4374
32603,с.,Смолево,BLG,BLG53,BLG53-04,3,6,7,1901,SW,4375
67619,с.,Смоличано,KNL,KNL31,KNL31-00,3,8,6,1901,SW,4376
72080,с.,Смолник,BGS,BGS09,BGS09-00,3,8,4,1901,SE,4377
67622,с.,Смолница,DOB,DOB15,DOB15-55,3,6,4,1901,NE,4378
67636,с.,Смолско,SFO,SFO56,SFO56-04,3,7,6,1901,SW,4379
67641,с.,Смолча,SFO,SFO09,SFO09-00,3,8,7,1901,SW,4380
67653,гр.,Смолян,SML,SML31,SML31-00,1,2,7,1901,S,4381
67667,с.,Смоляновци,MON,MON29,MON29-18,3,5,5,1901,NW,4382
67670,с.,Смочан,LOV,LOV18,LOV18-26,3,7,3,1901,NW,4383
67698,с.,Смочево,KNL,KNL38,KNL38-04,3,7,6,1901,SW,4384
67708,гр.,Смядово,SHU,SHU25,SHU25-00,1,4,2,1901,NE,4385
67725,с.,Снежа,BGS,BGS18,BGS18-27,3,7,5,1901,SE,4386
67739,с.,Снежина,VAR,VAR24,VAR24-18,3,6,3,1901,NE,4387
67742,с.,Снежинка,KRZ,KRZ16,KRZ16-09,3,8,5,1901,S,4388
67756,с.,Сноп,DOB,DOB12,DOB12-00,3,7,3,1901,NE,4389
67767,с.,Снягово,BGS,BGS18,BGS18-28,3,5,5,1901,SE,4390
67773,с.,Снягово,DOB,DOB12,DOB12-35,3,7,3,1901,NE,4391
67787,с.,Совата,VTR,VTR28,VTR28-12,3,7,1,1901,N,4392
67790,с.,Соволяно,KNL,KNL29,KNL29-40,3,6,6,1901,SW,4393
67800,гр.,Созопол,BGS,BGS21,BGS21-00,1,3,1,1901,SE,4394
67828,с.,Сокол,SLS,SLS07,SLS07-19,3,6,3,1901,N,4395
67831,с.,Сокол,SLV,SLV16,SLV16-26,3,7,4,1901,SE,4396
67845,с.,Соколаре,VRC,VRC08,VRC08-12,3,6,3,1901,NW,4397
67859,с.,Соколарци,SLV,SLV11,SLV11-16,3,6,5,1901,SE,4398
67862,с.,Соколенци,HKV,HKV11,HKV11-16,3,8,5,1901,S,4399
67876,с.,Соколец,BGS,BGS18,BGS18-29,3,7,4,1901,SE,4400
67882,с.,Соколино,KRZ,KRZ21,KRZ21-23,3,5,5,1901,S,4401
67893,с.,Соколите,KRZ,KRZ35,KRZ35-00,3,8,7,1901,S,4402
67903,с.,Соколица,PDV,PDV13,PDV13-24,3,6,5,1901,S,4403
67917,с.,Соколник,DOB,DOB15,DOB15-59,3,8,4,1901,NE,4404
67920,с.,Соколово,BGS,BGS09,BGS09-23,3,7,4,1901,SE,4405
67934,с.,Соколово,GAB,GAB12,GAB12-00,3,8,4,1901,N,4406
67948,с.,Соколово,LOV,LOV18,LOV18-00,3,7,5,1901,NW,4407
67951,с.,Соколово,DOB,DOB03,DOB03-15,3,5,4,1901,NE,4408
67965,с.,Соколовци,SML,SML31,SML31-31,3,7,8,1901,S,4409
67979,с.,Соколско,KRZ,KRZ16,KRZ16-41,3,8,4,1901,S,4410
67982,с.,Соколяне,KRZ,KRZ16,KRZ16-45,3,7,5,1901,S,4411
67996,с.,Солари,GAB,GAB05,GAB05-00,3,8,6,1901,N,4412
68000,с.,Солища,SML,SML31,SML31-00,3,8,8,1901,S,4413
68014,с.,Солище,KRZ,KRZ16,KRZ16-35,3,7,5,1901,S,4414
68028,с.,Солник,VAR,VAR13,VAR13-13,3,7,1,1901,NE,4415
68045,с.,Сомовит,PVN,PVN08,PVN08-10,3,6,2,1901,NW,4416
68059,с.,Сопица,PER,PER08,PER08-00,3,8,7,1901,SW,4417
68062,с.,Сопово,KNL,KNL05,KNL05-00,3,8,5,1901,SW,4418
68076,с.,Сопот,LOV,LOV36,LOV36-10,3,7,5,1901,NW,4419
68080,гр.,Сопот,PDV,PDV43,PDV43-00,1,3,5,1901,S,4420
68093,с.,Сопотот,SML,SML27,SML27-10,3,6,7,1901,S,4421
68117,с.,Сотиря,SLV,SLV20,SLV20-36,3,5,4,1901,SE,4422
68120,с.,Софийци,KRZ,KRZ08,KRZ08-34,3,7,5,1901,S,4423
68134,гр.,София,SOF,SOF46,SOF46-00,1,0,6,1901,SW,4424
68148,с.,Софрониево,VRC,VRC28,VRC28-05,3,5,2,1901,NW,4425
68165,с.,Спанци,GAB,GAB05,GAB05-00,3,8,5,1901,N,4426
68179,с.,Спанчевци,MON,MON12,MON12-06,3,7,5,1901,NW,4427
68182,с.,Спасово,SZR,SZR36,SZR36-12,3,7,4,1901,SE,4428
68196,с.,Спасово,DOB,DOB12,DOB12-36,3,6,3,1901,NE,4429
68210,с.,Спасовци,GAB,GAB05,GAB05-00,3,8,6,1901,N,4430
68223,с.,Спатово,BLG,BLG40,BLG40-38,3,8,3,1901,SW,4431
68237,с.,Спахиево,HKV,HKV19,HKV19-08,3,7,5,1901,S,4432
68240,с.,Сполука,KRZ,KRZ02,KRZ02-19,3,8,8,1901,S,4433
68254,с.,Срацимир,SLS,SLS31,SLS31-15,3,7,2,1901,N,4434
68268,с.,Срацимирово,VID,VID15,VID15-00,3,8,3,1901,NW,4435
68271,с.,Сребриново,PAZ,PAZ20,PAZ20-00,3,8,6,1901,S,4436
68299,с.,Сребърна,SLS,SLS31,SLS31-16,3,6,1,1901,N,4437
17974,гр.,Средец,BGS,BGS06,BGS06-00,1,3,1,1901,SE,4438
68309,с.,Средец,SML,SML18,SML18-13,3,6,6,1901,S,4439
68312,с.,Средец,SZR,SZR23,SZR23-09,3,7,3,1901,SE,4440
68326,с.,Средина,DOB,DOB12,DOB12-00,3,8,3,1901,NE,4441
68336,с.,Срединка,KRZ,KRZ16,KRZ16-90,3,7,5,1901,S,4442
68357,с.,Средище,SLS,SLS15,SLS15-10,3,5,3,1901,N,4443
68388,с.,Средковец,SHU,SHU18,SHU18-11,3,6,4,1901,NE,4444
68401,с.,Средна махала,BGS,BGS18,BGS18-30,3,7,5,1901,SE,4445
68415,с.,Среднево,KRZ,KRZ35,KRZ35-34,3,6,5,1901,S,4446
68429,с.,Средни колиби,VTR,VTR13,VTR13-00,3,8,5,1901,N,4447
68432,с.,Средни рът,VRC,VRC32,VRC32-00,3,8,4,1901,NW,4448
68463,с.,Средно градище,SZR,SZR36,SZR36-13,3,7,5,1901,SE,4449
68480,с.,Средно село,VAR,VAR08,VAR08-00,3,8,4,1901,NE,4450
68494,с.,Средно село,VTR,VTR14,VTR14-10,3,8,6,1901,N,4451
68446,с.,Средногорово,SZR,SZR12,SZR12-14,3,7,5,1901,SE,4452
68451,с.,Средногорци,SML,SML16,SML16-17,3,5,6,1901,S,4453
68504,с.,Средня,SHU,SHU30,SHU30-19,3,7,4,1901,NE,4454
68518,с.,Средогрив,VID,VID37,VID37-06,3,7,4,1901,NW,4455
68521,с.,Средок,SML,SML31,SML31-00,3,8,8,1901,S,4456
68535,с.,Средорек,KNL,KNL50,KNL50-00,3,8,7,1901,SW,4457
68549,с.,Средорек,SLV,SLV20,SLV20-37,3,7,6,1901,SE,4458
68552,с.,Средоселци,RAZ,RAZ14,RAZ14-19,3,7,4,1901,N,4459
68566,с.,Средска,KRZ,KRZ35,KRZ35-00,3,8,6,1901,S,4460
68577,с.,Средско,KRZ,KRZ14,KRZ14-36,3,7,6,1901,S,4461
68583,с.,Срем,HKV,HKV32,HKV32-14,3,6,2,1901,S,4462
68597,с.,Срънско,KRZ,KRZ02,KRZ02-40,3,8,6,1901,S,4463
68607,с.,Ставерци,PVN,PVN10,PVN10-14,3,5,2,1901,NW,4464
68610,с.,Стаевци,DOB,DOB29,DOB29-06,3,8,1,1901,NE,4465
68624,с.,Стайновци,GAB,GAB35,GAB35-00,3,8,6,1901,N,4466
68638,с.,Стайчин дол,SML,SML16,SML16-07,3,8,7,1901,S,4467
68641,с.,Стайчовци,PER,PER51,PER51-00,3,8,7,1901,SW,4468
68655,с.,Стакевци,VID,VID01,VID01-13,3,7,6,1901,NW,4469
68669,с.,Сталево,HKV,HKV09,HKV09-22,3,7,3,1901,S,4470
68672,с.,Сталийска махала,MON,MON24,MON24-07,3,5,2,1901,NW,4471
51980,гр.,Стамболийски,PDV,PDV41,PDV41-00,1,3,3,1901,S,4472
68692,с.,Стамболийски,HKV,HKV34,HKV34-30,3,5,3,1901,S,4473
04830,с.,Стамболово,SFO,SFO20,SFO20-01,3,6,6,1901,SW,4474
68708,с.,Стамболово,VTR,VTR22,VTR22-18,3,6,2,1901,N,4475
68713,с.,Стамболово,RSE,RSE33,RSE33-09,3,6,3,1901,N,4476
68727,с.,Стамболово,HKV,HKV30,HKV30-00,3,5,4,1901,S,4477
68744,с.,Стан,SHU,SHU22,SHU22-13,3,6,3,1901,NE,4478
68758,с.,Станево,MON,MON24,MON24-08,3,7,2,1901,NW,4479
68761,с.,Станец,TGV,TGV22,TGV22-56,3,7,6,1901,NE,4480
68775,с.,Станинци,SFO,SFO09,SFO09-00,3,8,6,1901,SW,4481
68802,с.,Становец,SHU,SHU11,SHU11-00,3,8,5,1901,NE,4482
68816,с.,Станча,GAB,GAB12,GAB12-02,3,8,6,1901,N,4483
68823,с.,Станчов хан,GAB,GAB35,GAB35-00,3,8,5,1901,N,4484
68833,с.,Станьовци,PER,PER08,PER08-00,3,8,7,1901,SW,4485
68847,с.,Станянци,SHU,SHU10,SHU10-12,3,7,5,1901,NE,4486
69122,с.,Стар читак,KRZ,KRZ02,KRZ02-27,3,8,5,1901,S,4487
68850,гр.,Стара Загора,SZR,SZR31,SZR31-00,1,1,4,1901,SE,4488
39699,с.,Стара Кресна,BLG,BLG28,BLG28-00,3,8,6,1901,SW,4489
68864,с.,Стара река,SLV,SLV20,SLV20-38,3,6,5,1901,SE,4490
68878,с.,Стара река,JAM,JAM25,JAM25-37,3,6,3,1901,SE,4491
68881,с.,Стара речка,TGV,TGV02,TGV02-00,3,8,3,1901,NE,4492
68895,с.,Старейшино,KRZ,KRZ14,KRZ14-61,3,8,4,1901,S,4493
68936,с.,Стари чал,KRZ,KRZ15,KRZ15-40,3,8,5,1901,S,4494
68919,с.,Старилковци,GAB,GAB05,GAB05-00,3,8,5,1901,N,4495
68967,с.,Старо Железаре,PDV,PDV37,PDV37-09,3,7,4,1901,S,4496
68984,с.,Старо място,KRZ,KRZ16,KRZ16-25,3,8,5,1901,S,4497
68998,с.,Старо Оряхово,VAR,VAR13,VAR13-14,3,5,2,1901,NE,4498
69047,с.,Старо селище,RAZ,RAZ14,RAZ14-20,3,7,4,1901,N,4499
69050,с.,Старо село,VRC,VRC27,VRC27-24,3,7,5,1901,NW,4500
69064,с.,Старо село,PER,PER36,PER36-24,3,7,7,1901,SW,4501
69078,с.,Старо село,SLS,SLS34,SLS34-08,3,5,1,1901,N,4502
69081,с.,Старо село,SLV,SLV20,SLV20-39,3,7,5,1901,SE,4503
70500,с.,Старо село,LOV,LOV34,LOV34-24,3,7,5,1901,NW,4504
68953,с.,Старово,KRZ,KRZ14,KRZ14-37,3,7,5,1901,S,4505
68970,с.,Старозагорски бани,SZR,SZR31,SZR31-45,3,7,4,1901,SE,4506
69002,с.,Старопатица,VID,VID22,VID22-05,3,7,4,1901,NW,4507
69016,с.,Старосел,PDV,PDV37,PDV37-10,3,5,5,1901,S,4508
69020,с.,Староселец,VAR,VAR24,VAR24-00,3,8,3,1901,NE,4509
69095,с.,Староселци,PVN,PVN23,PVN23-03,3,6,2,1901,NW,4510
69105,с.,Старцево,SML,SML11,SML11-05,3,5,7,1901,S,4511
69119,с.,Старчево,BLG,BLG33,BLG33-40,3,6,3,1901,SW,4512
69136,с.,Старчище,TGV,TGV02,TGV02-10,3,8,5,1901,NE,4513
69146,с.,Стеврек,TGV,TGV02,TGV02-11,3,6,5,1901,NE,4514
69153,с.,Стежерово,PVN,PVN16,PVN16-11,3,6,3,1901,NW,4515
69167,с.,Стенско,KNL,KNL29,KNL29-41,3,7,6,1901,SW,4516
69170,с.,Стефан Караджа,VAR,VAR09,VAR09-18,3,5,4,1901,NE,4517
69184,с.,Стефан Караджа,SLS,SLS07,SLS07-20,3,5,3,1901,N,4518
69198,с.,Стефан Караджа,DOB,DOB15,DOB15-57,3,7,4,1901,NE,4519
69208,с.,Стефан Караджово,JAM,JAM03,JAM03-16,3,6,4,1901,SE,4520
17467,с.,Стефан Стамболово,VTR,VTR26,VTR26-02,3,7,3,1901,N,4521
69211,с.,Стефаново,GAB,GAB05,GAB05-00,3,8,6,1901,N,4522
69225,с.,Стефаново,LOV,LOV18,LOV18-00,3,8,6,1901,NW,4523
69239,с.,Стефаново,PER,PER36,PER36-25,3,6,6,1901,SW,4524
69242,с.,Стефаново,DOB,DOB15,DOB15-58,3,5,4,1901,NE,4525
69256,с.,Стикъл,SML,SML31,SML31-00,3,8,8,1901,S,4526
69261,с.,Стоб,KNL,KNL27,KNL27-08,3,6,5,1901,SW,4527
69273,с.,Стоево,PDV,PDV01,PDV01-18,3,6,4,1901,S,4528
69287,с.,Стоевци,GAB,GAB05,GAB05-00,3,8,5,1901,N,4529
69290,с.,Стожа,BLG,BLG40,BLG40-00,3,7,6,1901,SW,4530
69300,с.,Стожер,DOB,DOB15,DOB15-59,3,5,5,1901,NE,4531
69314,с.,Стоил войвода,SLV,SLV16,SLV16-27,3,6,3,1901,SE,4532
69328,с.,Стоилово,BGS,BGS12,BGS12-00,3,8,5,1901,SE,4533
69345,с.,Стойките,SML,SML31,SML31-33,3,7,8,1901,S,4534
69359,с.,Стойково,HKV,HKV34,HKV34-31,3,7,3,1901,S,4535
70768,с.,Стойковци,GAB,GAB05,GAB05-00,3,8,5,1901,N,4536
69376,с.,Стойново,TGV,TGV02,TGV02-00,3,8,5,1901,NE,4537
69393,с.,Стойчевци,VTR,VTR13,VTR13-00,3,8,5,1901,N,4538
69403,с.,Стойчовци,GAB,GAB05,GAB05-00,3,8,5,1901,N,4539
69417,с.,Стоките,GAB,GAB29,GAB29-26,3,6,5,1901,N,4540
69420,с.,Столетово,PDV,PDV13,PDV13-26,3,6,5,1901,S,4541
69434,с.,Столетово,SZR,SZR23,SZR23-00,3,8,3,1901,SE,4542
69448,с.,Столник,SFO,SFO17,SFO17-16,3,6,6,1901,SW,4543
69451,с.,Столът,GAB,GAB29,GAB29-27,3,7,5,1901,N,4544
69465,с.,Стоманево,SML,SML09,SML09-12,3,7,8,1901,S,4545
69479,с.,Стоманеците,GAB,GAB05,GAB05-00,3,8,6,1901,N,4546
69482,с.,Стоманци,KRZ,KRZ14,KRZ14-38,3,7,6,1901,S,4547
69506,с.,Стоян Михайловски,SHU,SHU22,SHU22-14,3,6,4,1901,NE,4548
69496,с.,Стоян-Заимово,SZR,SZR36,SZR36-00,3,8,5,1901,SE,4549
69518,с.,Стояново,KRZ,KRZ02,KRZ02-00,3,8,7,1901,S,4550
69537,с.,Стояново,MON,MON12,MON12-00,3,8,4,1901,NW,4551
69540,с.,Стояновци,VTR,VTR13,VTR13-00,3,8,6,1901,N,4552
69554,с.,Стояновци,VRC,VRC32,VRC32-08,3,7,5,1901,NW,4553
69571,с.,Страдалово,KNL,KNL31,KNL31-00,3,8,7,1901,SW,4554
69585,с.,Стража,SML,SML31,SML31-34,3,7,8,1901,S,4555
69599,с.,Стража,TGV,TGV35,TGV35-36,3,6,4,1901,NE,4556
69609,с.,Стражата,GAB,GAB35,GAB35-00,3,8,6,1901,N,4557
69612,с.,Стражевци,KRZ,KRZ16,KRZ16-91,3,8,5,1901,S,4558
70860,с.,Стражец,RAZ,RAZ26,RAZ26-15,3,5,4,1901,N,4559
81743,с.,Стражец,KRZ,KRZ15,KRZ15-00,3,8,5,1901,S,4560
69633,гр.,Стражица,VTR,VTR31,VTR31-00,1,3,2,1901,N,4561
69643,с.,Стражица,DOB,DOB03,DOB03-16,3,6,4,1901,NE,4562
69657,с.,Стражница,KRZ,KRZ35,KRZ35-35,3,7,6,1901,S,4563
69660,гр.,Стралджа,JAM,JAM22,JAM22-00,1,4,3,1901,SE,4564
69674,с.,Странджа,JAM,JAM03,JAM03-00,3,8,5,1901,SE,4565
69688,с.,Странджево,KRZ,KRZ15,KRZ15-41,3,6,3,1901,S,4566
69691,с.,Странско,HKV,HKV09,HKV09-23,3,6,3,1901,S,4567
69701,с.,Страхил,VAR,VAR09,VAR09-00,3,8,4,1901,NE,4568
69715,с.,Страхил войвода,KRZ,KRZ16,KRZ16-92,3,8,5,1901,S,4569
69729,с.,Страхилица,SHU,SHU07,SHU07-10,3,8,5,1901,NE,4570
69732,с.,Страхилово,VTR,VTR26,VTR26-15,3,6,3,1901,N,4571
69746,с.,Страцин,BGS,BGS17,BGS17-16,3,5,2,1901,SE,4572
69759,с.,Страшимир,SML,SML11,SML11-06,3,7,7,1901,S,4573
69763,с.,Страшимирово,VAR,VAR04,VAR04-04,3,5,1,1901,NE,4574
69777,с.,Стрезимировци,PER,PER51,PER51-00,3,8,7,1901,SW,4575
69780,с.,Стрелец,VTR,VTR06,VTR06-11,3,7,5,1901,N,4576
69794,с.,Стрелец,SZR,SZR31,SZR31-46,3,7,3,1901,SE,4577
69804,с.,Стрелково,SLS,SLS15,SLS15-10,3,8,3,1901,N,4578
69818,с.,Стрелци,PDV,PDV07,PDV07-11,3,6,4,1901,S,4579
69821,с.,Стрелци,SLV,SLV11,SLV11-17,3,6,6,1901,SE,4580
69835,гр.,Стрелча,PAZ,PAZ32,PAZ32-00,1,4,5,1901,S,4581
69849,с.,Стремово,KRZ,KRZ16,KRZ16-93,3,7,5,1901,S,4582
69852,с.,Стремци,KRZ,KRZ16,KRZ16-37,3,5,5,1901,S,4583
69866,с.,Стрижба,KRZ,KRZ14,KRZ14-39,3,7,6,1901,S,4584
69874,с.,Строево,PDV,PDV17,PDV17-15,3,5,3,1901,S,4585
69883,с.,Стройно,JAM,JAM07,JAM07-02,3,8,3,1901,SE,4586
69897,с.,Стройновци,TGV,TGV02,TGV02-00,3,8,6,1901,NE,4587
69910,с.,Струиндол,VID,VID01,VID01-00,3,8,5,1901,NW,4588
69924,с.,Струино,SHU,SHU30,SHU30-20,3,7,4,1901,NE,4589
69938,с.,Струма,BLG,BLG40,BLG40-39,3,6,3,1901,SW,4590
69941,с.,Струмешница,BLG,BLG33,BLG33-41,3,6,3,1901,SW,4591
69969,с.,Струмяни,BLG,BLG49,BLG49-00,3,5,3,1901,SW,4592
69972,с.,Струпец,VRC,VRC32,VRC32-09,3,7,4,1901,NW,4593
69986,с.,Струпец,SLV,SLV20,SLV20-40,3,7,3,1901,SE,4594
69990,с.,Струя,BGS,BGS18,BGS18-31,3,6,2,1901,SE,4595
70007,с.,Стръмци,GAB,GAB35,GAB35-00,3,8,6,1901,N,4596
70010,с.,Стряма,PDV,PDV25,PDV25-04,3,4,3,1901,S,4597
70024,с.,Стубел,MON,MON29,MON29-19,3,6,4,1901,NW,4598
70086,с.,Студен извор,PER,PER51,PER51-00,3,8,7,1901,SW,4599
70104,с.,Студен кладенец,KRZ,KRZ15,KRZ15-42,3,7,3,1901,S,4600
70038,с.,Студена,PER,PER32,PER32-17,3,5,7,1901,SW,4601
70041,с.,Студена,SML,SML16,SML16-28,3,7,7,1901,S,4602
70055,с.,Студена,HKV,HKV28,HKV28-13,3,6,4,1901,S,4603
70069,с.,Студенец,RAZ,RAZ17,RAZ17-23,3,7,4,1901,N,4604
70072,с.,Студенец,SML,SML38,SML38-04,3,8,8,1901,S,4605
70099,с.,Студеница,SHU,SHU11,SHU11-16,3,7,5,1901,NE,4606
70113,с.,Студено буче,MON,MON29,MON29-20,3,6,3,1901,NW,4607
70127,с.,Стъргел,SFO,SFO10,SFO10-12,3,7,7,1901,SW,4608
70130,с.,Стърмен,RSE,RSE04,RSE04-14,3,7,1,1901,N,4609
70158,с.,Стърница,SML,SML02,SML02-12,3,7,8,1901,S,4610
70175,гр.,Суворово,VAR,VAR26,VAR26-00,1,4,3,1901,NE,4611
70189,с.,Сугарево,BLG,BLG40,BLG40-00,3,8,7,1901,SW,4612
70202,с.,Сулица,SZR,SZR31,SZR31-47,3,7,5,1901,SE,4613
70216,с.,Султани,VTR,VTR13,VTR13-00,3,8,5,1901,N,4614
70233,с.,Сумер,MON,MON29,MON29-26,3,7,3,1901,NW,4615
70247,гр.,Сунгурларе,BGS,BGS23,BGS23-00,1,4,4,1901,SE,4616
70250,с.,Сусам,HKV,HKV19,HKV19-09,3,7,4,1901,S,4617
70264,с.,Суха река,VTR,VTR04,VTR04-00,3,8,5,1901,N,4618
70278,с.,Суха река,SHU,SHU23,SHU23-09,3,8,3,1901,NE,4619
70281,с.,Сухаче,PVN,PVN37,PVN37-11,3,6,3,1901,NW,4620
70295,гр.,Сухиндол,VTR,VTR32,VTR32-00,1,4,4,1901,N,4621
70319,с.,Сухово,KRZ,KRZ02,KRZ02-23,3,8,5,1901,S,4622
70322,с.,Суходол,BGS,BGS06,BGS06-00,3,7,3,1901,SE,4623
70336,с.,Суходол,SLS,SLS07,SLS07-21,3,6,3,1901,N,4624
70353,с.,Сухозем,PDV,PDV12,PDV12-16,3,7,4,1901,S,4625
70367,с.,Сухолоевци,GAB,GAB12,GAB12-00,3,8,6,1901,N,4626
70370,с.,Сухострел,BLG,BLG44,BLG44-00,3,8,8,1901,SW,4627
70384,с.,Сушево,RAZ,RAZ11,RAZ11-06,3,6,4,1901,N,4628
70398,с.,Сушина,SHU,SHU10,SHU10-18,3,7,4,1901,NE,4629
35105,с.,Сушица,BLG,BLG44,BLG44-00,3,8,6,1901,SW,4630
70408,с.,Сушица,VTR,VTR31,VTR31-17,3,6,4,1901,N,4631
70411,с.,Сушица,KNL,KNL50,KNL50-00,3,8,7,1901,SW,4632
70439,с.,Събковци,VTR,VTR13,VTR13-00,3,8,5,1901,N,4633
70442,с.,Съботковци,GAB,GAB05,GAB05-00,3,8,5,1901,N,4634
70456,с.,Събрано,SLV,SLV16,SLV16-32,3,7,3,1901,SE,4635
70473,с.,Съдиево,BGS,BGS01,BGS01-12,3,7,2,1901,SE,4636
70487,с.,Съдиево,SLV,SLV16,SLV16-29,3,6,3,1901,SE,4637
70490,с.,Съдийско поле,SLV,SLV16,SLV16-34,3,7,4,1901,SE,4638
70514,с.,Съединение,BGS,BGS23,BGS23-20,3,5,4,1901,SE,4639
70528,гр.,Съединение,PDV,PDV33,PDV33-00,1,4,3,1901,S,4640
70531,с.,Съединение,SZR,SZR04,SZR04-00,3,8,5,1901,SE,4641
70545,с.,Съединение,TGV,TGV35,TGV35-37,3,7,3,1901,NE,4642
70559,с.,Сърнак,KRZ,KRZ15,KRZ15-56,3,7,5,1901,S,4643
70562,с.,Сърневец,SZR,SZR04,SZR04-00,3,8,5,1901,SE,4644
70576,с.,Сърнево,BGS,BGS09,BGS09-24,3,7,2,1901,SE,4645
70586,с.,Сърнево,SZR,SZR27,SZR27-18,3,5,3,1901,SE,4646
70593,с.,Сърнегор,PDV,PDV07,PDV07-12,3,7,5,1901,S,4647
70603,с.,Сърненци,VTR,VTR04,VTR04-09,3,8,5,1901,N,4648
70617,с.,Сърнец,DOB,DOB27,DOB27-22,3,7,3,1901,NE,4649
70620,с.,Сърнино,SML,SML31,SML31-00,3,8,8,1901,S,4650
70634,с.,Сърнино,DOB,DOB12,DOB12-00,3,8,4,1901,NE,4651
70648,гр.,Сърница,PAZ,PAZ39,PAZ39-00,1,4,8,1901,S,4652
70651,с.,Сърница,HKV,HKV19,HKV19-10,3,6,5,1901,S,4653
70665,с.,Сърпово,SLS,SLS31,SLS31-00,3,8,2,1901,N,4654
70679,с.,Сърцево,SLV,SLV24,SLV24-00,3,8,4,1901,SE,4655
70682,с.,Сяново,SLS,SLS34,SLS34-00,3,8,2,1901,N,4656
70696,с.,Сяровци,GAB,GAB12,GAB12-02,3,8,5,1901,N,4657
70706,с.,Сярци,KRZ,KRZ21,KRZ21-00,3,8,5,1901,S,4658
72014,с.,Табан,SFO,SFO16,SFO16-00,3,8,6,1901,SW,4659
72028,с.,Табачка,RSE,RSE13,RSE13-00,3,8,3,1901,N,4660
72031,с.,Табашка,GAB,GAB29,GAB29-00,3,8,6,1901,N,4661
72045,с.,Таваличево,KNL,KNL29,KNL29-42,3,7,6,1901,SW,4662
72062,с.,Таймище,TGV,TGV02,TGV02-15,3,7,6,1901,NE,4663
72076,с.,Тамарино,JAM,JAM22,JAM22-24,3,7,4,1901,SE,4664
72093,с.,Татарево,PDV,PDV23,PDV23-18,3,7,3,1901,S,4665
72103,с.,Татарево,HKV,HKV19,HKV19-11,3,7,4,1901,S,4666
72117,с.,Татари,PVN,PVN03,PVN03-05,3,7,2,1901,NW,4667
72120,с.,Татково,KRZ,KRZ16,KRZ16-12,3,8,5,1901,S,4668
72134,с.,Татул,KRZ,KRZ21,KRZ21-44,3,8,5,1901,S,4669
72148,с.,Твърдинци,TGV,TGV35,TGV35-51,3,7,5,1901,NE,4670
72151,с.,Твърдица,BGS,BGS04,BGS04-12,3,6,1,1901,SE,4671
72165,гр.,Твърдица,SLV,SLV24,SLV24-00,1,4,5,1901,SE,4672
72179,с.,Твърдица,DOB,DOB29,DOB29-00,3,8,1,1901,NE,4673
72182,с.,Текето,HKV,HKV34,HKV34-32,3,6,4,1901,S,4674
72196,с.,Телериг,DOB,DOB20,DOB20-15,3,6,3,1901,NE,4675
72206,с.,Телиш,PVN,PVN37,PVN37-12,3,5,3,1901,NW,4676
