ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
43253,с.,Леденик,VTR,VTR04,VTR04-18,3,5,3,1901,N,2720
43267,с.,Лелинци,KNL,KNL29,KNL29-00,3,8,6,1901,SW,2721
43270,с.,Ленище,KRZ,KRZ02,KRZ02-13,3,8,6,1901,S,2722
43284,с.,Ленково,PVN,PVN08,PVN08-08,3,7,3,1901,NW,2723
43298,с.,Леново,PDV,PDV01,PDV01-22,3,6,4,1901,S,2724
43308,с.,Ленско,HKV,HKV11,HKV11-07,3,8,4,1901,S,2725
43311,с.,Лепица,PVN,PVN37,PVN37-06,3,7,3,1901,NW,2726
43325,с.,Лесидрен,LOV,LOV36,LOV36-06,3,5,5,1901,NW,2727
43339,с.,Лесичарка,GAB,GAB05,GAB05-00,3,8,5,1901,N,2728
43342,с.,Лесиче,VTR,VTR13,VTR13-11,3,8,6,1901,N,2729
43356,с.,Лесичери,VTR,VTR22,VTR22-10,3,7,2,1901,N,2730
43369,с.,Лесичово,PAZ,PAZ14,PAZ14-00,3,5,4,1901,S,2731
43373,с.,Леска,KNL,KNL29,KNL29-00,3,8,8,1901,SW,2732
43387,с.,Леска,SML,SML16,SML16-23,3,6,7,1901,S,2733
43390,с.,Лесковдол,SFO,SFO43,SFO43-00,3,7,7,1901,SW,2734
43400,с.,Лесковец,VRC,VRC31,VRC31-04,3,6,2,1901,NW,2735
43414,с.,Лесковец,MON,MON02,MON02-00,3,8,5,1901,NW,2736
43428,с.,Лесковец,PER,PER32,PER32-11,3,7,7,1901,SW,2737
43445,с.,Лесново,SFO,SFO17,SFO17-09,3,5,6,1901,SW,2738
43459,с.,Лесово,JAM,JAM07,JAM07-11,3,6,5,1901,SE,2739
43462,с.,Лесура,VRC,VRC21,VRC21-09,3,6,3,1901,NW,2740
43476,гр.,Летница,LOV,LOV17,LOV17-00,1,4,2,1901,NW,2741
43484,с.,Летница,SFO,SFO16,SFO16-00,3,8,6,1901,SW,2742
43493,с.,Летовник,KRZ,KRZ21,KRZ21-00,3,8,5,1901,S,2743
43503,с.,Лехово,BLG,BLG40,BLG40-00,3,8,5,1901,SW,2744
43517,с.,Лехчево,MON,MON04,MON04-07,3,5,2,1901,NW,2745
43520,с.,Лешко,BLG,BLG03,BLG03-14,3,7,6,1901,SW,2746
43548,с.,Лешниково,HKV,HKV33,HKV33-00,3,7,3,1901,S,2748
43551,с.,Лешниковци,PER,PER51,PER51-00,3,8,7,1901,SW,2749
43565,с.,Лешница,BLG,BLG40,BLG40-23,3,6,3,1901,SW,2750
43579,с.,Лешница,LOV,LOV18,LOV18-00,3,7,5,1901,NW,2751
43582,с.,Лещак,SML,SML16,SML16-24,3,7,7,1901,S,2752
43596,с.,Лещарка,KRZ,KRZ15,KRZ15-23,3,7,6,1901,S,2753
43606,с.,Лещен,BLG,BLG13,BLG13-02,3,8,7,1901,SW,2754
43615,с.,Леярово,JAM,JAM22,JAM22-00,3,8,4,1901,SE,2755
43623,с.,Ливада,BGS,BGS08,BGS08-05,3,7,1,1901,SE,2756
43637,с.,Ливаде,SML,SML16,SML16-07,3,8,7,1901,S,2757
43654,с.,Лик,VRC,VRC27,VRC27-15,3,7,4,1901,NW,2758
43668,с.,Лилеково,SML,SML38,SML38-00,3,8,8,1901,S,2759
43671,с.,Лилково,PDV,PDV26,PDV26-00,3,8,8,1901,S,2760
43685,с.,Лиляк,TGV,TGV35,TGV35-18,3,5,4,1901,NE,2761
43699,с.,Лиляново,BLG,BLG40,BLG40-24,3,7,6,1901,SW,2762
43709,с.,Лиляч,KNL,KNL31,KNL31-09,3,7,6,1901,SW,2763
43712,с.,Лиляче,VRC,VRC10,VRC10-11,3,6,3,1901,NW,2764
43726,с.,Лимец,KRZ,KRZ15,KRZ15-00,3,8,5,1901,S,2765
43730,с.,Липен,MON,MON29,MON29-15,3,7,4,1901,NW,2766
43743,с.,Липец,SML,SML31,SML31-00,3,8,7,1901,S,2767
43757,с.,Липинци,SFO,SFO16,SFO16-00,3,8,7,1901,SW,2768
43760,с.,Липник,RAZ,RAZ26,RAZ26-07,3,6,5,1901,N,2769
43774,с.,Липница,VRC,VRC28,VRC28-03,3,6,2,1901,NW,2770
43788,с.,Липница,SFO,SFO07,SFO07-00,3,7,5,1901,SW,2771
43815,с.,Лисец,KNL,KNL29,KNL29-00,3,8,8,1901,SW,2772
43829,с.,Лисец,LOV,LOV18,LOV18-18,3,6,4,1901,NW,2773
43832,с.,Лисец,SFO,SFO39,SFO39-00,3,8,8,1901,SW,2774
43846,с.,Лиси връх,SHU,SHU18,SHU18-00,3,8,4,1901,NE,2775
43856,с.,Лисиците,KRZ,KRZ16,KRZ16-41,3,8,4,1901,S,2776
43863,с.,Лисия,BLG,BLG03,BLG03-00,3,8,7,1901,SW,2777
43877,с.,Лисово,HKV,HKV28,HKV28-04,3,8,5,1901,S,2778
43880,с.,Листец,BGS,BGS18,BGS18-13,3,6,3,1901,SE,2779
43894,с.,Листец,SLS,SLS07,SLS07-13,3,6,3,1901,N,2780
43904,с.,Литаково,SFO,SFO07,SFO07-07,3,5,5,1901,SW,2781
43918,с.,Лобош,PER,PER22,PER22-04,3,7,6,1901,SW,2782
43921,с.,Ловец,SZR,SZR31,SZR31-21,3,7,3,1901,SE,2783
43935,с.,Ловец,TGV,TGV35,TGV35-19,3,6,3,1901,NE,2784
43949,с.,Ловец,SHU,SHU10,SHU10-07,3,7,3,1901,NE,2785
43952,гр.,Ловеч,LOV,LOV18,LOV18-00,1,2,3,1901,NW,2786
43966,с.,Ловнидол,GAB,GAB29,GAB29-19,3,7,5,1901,N,2787
44937,с.,Ловско,RAZ,RAZ17,RAZ17-12,3,6,4,1901,N,2788
43983,с.,Ловци,SML,SML16,SML16-25,3,7,6,1901,S,2789
43997,с.,Ловчанци,DOB,DOB15,DOB15-32,3,6,4,1901,NE,2790
68792,с.,Логодаж,BLG,BLG03,BLG03-21,3,7,6,1901,SW,2791
44015,с.,Лоза,GAB,GAB05,GAB05-00,3,8,5,1901,N,2792
44029,с.,Лозарево,BGS,BGS23,BGS23-12,3,6,4,1901,SE,2793
44032,с.,Лозево,SHU,SHU30,SHU30-12,3,7,4,1901,NE,2794
44046,с.,Лозен,VTR,VTR31,VTR31-11,3,7,4,1901,N,2795
44053,с.,Лозен,PAZ,PAZ29,PAZ29-11,3,5,4,1901,S,2796
44063,с.,Лозен,SOF,SOF46,SOF46-61,3,4,7,1901,SW,2797
44077,с.,Лозен,HKV,HKV17,HKV17-05,3,6,3,1901,S,2798
63149,с.,Лозен,SZR,SZR31,SZR31-00,3,7,5,1901,SE,2799
44080,с.,Лозенградци,KRZ,KRZ14,KRZ14-23,3,7,6,1901,S,2800
44094,с.,Лозенец,BGS,BGS13,BGS13-08,3,5,1,1901,SE,2801
44104,с.,Лозенец,DOB,DOB20,DOB20-10,3,6,4,1901,NE,2802
44118,с.,Лозенец,JAM,JAM22,JAM22-12,3,6,3,1901,SE,2803
44121,с.,Лозеница,BLG,BLG40,BLG40-00,3,8,4,1901,SW,2804
44149,с.,Лозица,BGS,BGS23,BGS23-06,3,8,4,1901,SE,2805
44152,с.,Лозица,PVN,PVN21,PVN21-14,3,7,3,1901,NW,2806
44166,гр.,Лозница,RAZ,RAZ17,RAZ17-00,1,4,4,1901,N,2807
44179,с.,Лозница,DOB,DOB12,DOB12-00,3,8,3,1901,NE,2808
44183,с.,Лозно,KNL,KNL29,KNL29-24,3,5,6,1901,SW,2809
44210,с.,Локвата,KNL,KNL04,KNL04-00,3,8,7,1901,SW,2810
44224,с.,Локорско,SOF,SOF46,SOF46-42,3,5,6,1901,SW,2811
44238,гр.,Лом,MON,MON24,MON24-00,1,2,2,1901,NW,2812
05133,с.,Лом Черковна,RSE,RSE04,RSE04-12,3,7,4,1901,N,2813
44241,с.,Ломец,LOV,LOV34,LOV34-23,3,7,5,1901,NW,2814
44255,с.,Ломница,KNL,KNL29,KNL29-00,3,8,7,1901,SW,2815
44269,с.,Ломница,PER,PER51,PER51-00,3,8,7,1901,SW,2816
44272,с.,Ломница,DOB,DOB15,DOB15-33,3,7,4,1901,NE,2817
44286,с.,Ломци,TGV,TGV24,TGV24-21,3,6,4,1901,NE,2818
44294,с.,Лопушна,VAR,VAR16,VAR16-08,3,5,3,1901,NE,2819
44300,с.,Лопушня,SFO,SFO09,SFO09-00,3,8,7,1901,SW,2820
44313,с.,Лопян,SFO,SFO18,SFO18-03,3,7,5,1901,SW,2821
24116,с.,Лудогорци,RAZ,RAZ14,RAZ14-06,3,6,4,1901,N,2822
44327,гр.,Луковит,LOV,LOV19,LOV19-00,1,3,3,1901,NW,2823
44330,с.,Луково,SFO,SFO43,SFO43-22,3,7,6,1901,SW,2824
44344,с.,Луличка,KRZ,KRZ15,KRZ15-25,3,7,5,1901,S,2825
44358,с.,Лъвино,RAZ,RAZ14,RAZ14-13,3,5,4,1901,N,2826
44361,с.,Лъвово,KRZ,KRZ16,KRZ16-06,3,8,5,1901,S,2827
44389,с.,Лъга,SFO,SFO18,SFO18-04,3,7,6,1901,SW,2828
44416,с.,Лъжница,BLG,BLG11,BLG11-08,3,5,7,1901,SW,2829
44425,с.,Лъка,BGS,BGS17,BGS17-13,3,7,1,1901,SE,2830
44433,с.,Лъка,SML,SML31,SML31-17,3,7,7,1901,S,2831
44447,с.,Лъкавица,PDV,PDV15,PDV15-00,3,8,8,1901,S,2832
44464,с.,Лъки,BLG,BLG52,BLG52-00,3,8,6,1901,SW,2833
44478,гр.,Лъки,PDV,PDV15,PDV15-00,1,4,8,1901,S,2834
44481,с.,Любен,PDV,PDV33,PDV33-09,3,7,4,1901,S,2835
44495,с.,Любен,SLS,SLS32,SLS32-06,3,7,3,1901,N,2836
44519,с.,Любен Каравелово,VAR,VAR02,VAR02-15,3,5,5,1901,NE,2837
44505,с.,Любенец,SLV,SLV16,SLV16-14,3,7,3,1901,SE,2838
44522,с.,Любенова махала,SLV,SLV16,SLV16-15,3,6,3,1901,SE,2839
44536,с.,Любеново,PVN,PVN21,PVN21-15,3,7,3,1901,NW,2840
44540,с.,Любеново,SZR,SZR27,SZR27-13,3,7,2,1901,SE,2841
44553,с.,Любеново,HKV,HKV34,HKV34-00,3,8,4,1901,S,2842
44567,с.,Любенци,VTR,VTR31,VTR31-00,3,8,4,1901,N,2843
44570,гр.,Любимец,HKV,HKV17,HKV17-00,1,3,2,1901,S,2844
44584,с.,Любино,KRZ,KRZ02,KRZ02-14,3,8,7,1901,S,2845
44598,с.,Любичево,TGV,TGV02,TGV02-19,3,7,5,1901,NE,2846
44608,с.,Люблен,TGV,TGV23,TGV23-05,3,6,4,1901,NE,2847
44611,с.,Любница,SFO,SFO20,SFO20-00,3,8,5,1901,SW,2848
44625,с.,Любовище,BLG,BLG40,BLG40-00,3,8,6,1901,SW,2849
44639,с.,Любовка,BLG,BLG40,BLG40-00,3,8,6,1901,SW,2850
44642,с.,Любча,SML,SML10,SML10-05,3,6,8,1901,S,2851
44656,с.,Люлин,PER,PER32,PER32-12,3,6,7,1901,SW,2852
44666,с.,Люлин,JAM,JAM22,JAM22-13,3,7,3,1901,SE,2853
44673,с.,Люлка,SML,SML31,SML31-00,3,8,8,1901,S,2854
44687,с.,Люляк,SZR,SZR31,SZR31-00,3,8,5,1901,SE,2855
44690,с.,Люляково,BGS,BGS18,BGS18-14,3,5,4,1901,SE,2856
44700,с.,Люляково,KRZ,KRZ16,KRZ16-49,3,7,4,1901,S,2857
44714,с.,Люляково,DOB,DOB12,DOB12-21,3,6,3,1901,NE,2858
44728,с.,Лютаджик,VRC,VRC10,VRC10-12,3,7,5,1901,NW,2859
44745,с.,Лютиброд,VRC,VRC27,VRC27-16,3,7,5,1901,NW,2860
44759,с.,Лютидол,VRC,VRC27,VRC27-17,3,7,5,1901,NW,2861
44762,с.,Лютово,BLG,BLG02,BLG02-08,3,7,8,1901,SW,2862
44776,с.,Лява река,SZR,SZR37,SZR37-00,3,8,5,1901,SE,2863
44781,с.,Лялинци,PER,PER51,PER51-00,3,8,7,1901,SW,2864
44793,гр.,Лясковец,VTR,VTR20,VTR20-00,1,3,4,1901,N,2865
44803,с.,Лясковец,HKV,HKV30,HKV30-19,3,6,5,1901,S,2866
43431,с.,Лясково,DOB,DOB15,DOB15-31,3,7,4,1901,NE,2867
44817,с.,Лясково,BGS,BGS01,BGS01-00,3,7,4,1901,SE,2868
44820,с.,Лясково,KRZ,KRZ35,KRZ35-13,3,6,5,1901,S,2869
44834,с.,Лясково,PDV,PDV01,PDV01-00,3,8,7,1901,S,2870
44848,с.,Лясково,SML,SML09,SML09-07,3,6,7,1901,S,2871
44851,с.,Лясково,SZR,SZR31,SZR31-00,3,7,5,1901,SE,2872
44865,с.,Лятно,SHU,SHU18,SHU18-07,3,6,5,1901,NE,2873
44879,с.,Ляхово,PAZ,PAZ19,PAZ19-14,3,6,4,1901,S,2874
44882,с.,Ляхово,DOB,DOB03,DOB03-09,3,6,4,1901,NE,2875
46019,с.,Магарджица,SML,SML31,SML31-00,3,8,8,1901,S,2876
46036,с.,Мадан,MON,MON04,MON04-08,3,6,3,1901,NW,2877
46045,гр.,Мадан,SML,SML16,SML16-00,1,3,6,1901,S,2878
46053,с.,Мадара,SHU,SHU30,SHU30-22,3,5,3,1901,NE,2879
46067,с.,Маджаре,SFO,SFO39,SFO39-14,3,7,8,1901,SW,2880
46070,с.,Маджари,HKV,HKV30,HKV30-26,3,7,4,1901,S,2881
46084,гр.,Маджарово,HKV,HKV18,HKV18-00,1,5,3,1901,S,2882
46098,с.,Маджерито,SZR,SZR31,SZR31-24,3,6,3,1901,SE,2883
46108,с.,Мазарачево,KNL,KNL29,KNL29-00,3,8,6,1901,SW,2884
46111,с.,Майор Узуново,VID,VID09,VID09-32,3,7,3,1901,NW,2885
46125,с.,Майско,VTR,VTR13,VTR13-11,3,6,5,1901,N,2886
46139,с.,Майсторово,KRZ,KRZ16,KRZ16-26,3,8,5,1901,S,2887
46156,с.,Мак,KRZ,KRZ02,KRZ02-07,3,8,6,1901,S,2888
46190,с.,Макариополско,TGV,TGV35,TGV35-20,3,5,4,1901,NE,2889
46214,с.,Македонци,KRZ,KRZ16,KRZ16-18,3,7,5,1901,S,2890
46228,с.,Маково,TGV,TGV35,TGV35-52,3,7,4,1901,NE,2891
46231,с.,Макоцево,SFO,SFO10,SFO10-08,3,7,6,1901,SW,2892
46245,с.,Макреш,VID,VID25,VID25-00,3,5,3,1901,NW,2893
46259,с.,Мала Раковица,SFO,SFO06,SFO06-00,3,8,6,1901,SW,2894
46262,с.,Мала Фуча,KNL,KNL04,KNL04-10,3,7,6,1901,SW,2895
46276,с.,Мала църква,SFO,SFO39,SFO39-15,3,6,8,1901,SW,2896
46286,с.,Малево,SML,SML38,SML38-04,3,7,7,1901,S,2897
46293,с.,Малево,HKV,HKV34,HKV34-21,3,5,3,1901,S,2898
46303,с.,Маленово,JAM,JAM22,JAM22-20,3,7,3,1901,SE,2899
46317,с.,Мали Върбовник,KNL,KNL04,KNL04-00,3,8,6,1901,SW,2900
46320,с.,Мали Дреновец,VID,VID16,VID16-00,3,8,3,1901,NW,2901
46334,с.,Мали извор,DOB,DOB27,DOB27-00,3,8,3,1901,NE,2902
46348,с.,Малина,BGS,BGS06,BGS06-00,3,8,3,1901,SE,2903
46351,с.,Малина,DOB,DOB12,DOB12-22,3,7,4,1901,NE,2904
46365,с.,Малини,GAB,GAB05,GAB05-00,3,8,6,1901,N,2905
46396,с.,Малиново,LOV,LOV18,LOV18-19,3,6,5,1901,NW,2907
46406,с.,Малка Арда,SML,SML02,SML02-15,3,7,7,1901,S,2908
46417,с.,Малка Верея,SZR,SZR31,SZR31-25,3,7,5,1901,SE,2909
46437,с.,Малка Желязна,LOV,LOV33,LOV33-00,3,7,5,1901,NW,2910
46440,с.,Малка поляна,BGS,BGS01,BGS01-06,3,7,2,1901,SE,2911
46454,с.,Малка Смолница,DOB,DOB15,DOB15-00,3,7,4,1901,NE,2912
46468,с.,Малка Черковна,TGV,TGV02,TGV02-00,3,8,5,1901,NE,2913
46471,с.,Малка Чинка,KRZ,KRZ15,KRZ15-53,3,8,5,1901,S,2914
46485,с.,Малки Българени,GAB,GAB12,GAB12-00,3,8,6,1901,N,2915
46499,с.,Малки Воден,HKV,HKV18,HKV18-00,3,8,5,1901,S,2916
46509,с.,Малки Вършец,GAB,GAB29,GAB29-20,3,7,5,1901,N,2917
49641,с.,Малки Искър,SFO,SFO18,SFO18-05,3,7,5,1901,SW,2918
46512,с.,Малки Станчовци,GAB,GAB35,GAB35-00,3,8,6,1901,N,2919
46526,с.,Малки Цалим,BLG,BLG40,BLG40-00,3,8,7,1901,SW,2920
46532,с.,Малки чифлик,VTR,VTR04,VTR04-19,3,7,4,1901,N,2921
46543,с.,Малко Асеново,HKV,HKV09,HKV09-16,3,7,3,1901,S,2922
46557,с.,Малко Брягово,HKV,HKV18,HKV18-00,3,8,4,1901,S,2923
46560,с.,Малко Враново,RSE,RSE33,RSE33-06,3,6,2,1901,N,2924
46574,с.,Малко градище,HKV,HKV17,HKV17-06,3,6,4,1901,S,2925
46588,с.,Малко Дряново,SZR,SZR04,SZR04-00,3,8,5,1901,SE,2926
50512,с.,Малко Йонково,RAZ,RAZ14,RAZ14-23,3,7,4,1901,N,2927
46591,с.,Малко Кадиево,SZR,SZR31,SZR31-26,3,7,3,1901,SE,2928
46601,с.,Малко Каменяне,KRZ,KRZ15,KRZ15-26,3,8,5,1901,S,2929
46615,с.,Малко Кирилово,JAM,JAM07,JAM07-14,3,8,4,1901,SE,2930
46629,с.,Малко Крушево,SML,SML02,SML02-00,3,8,7,1901,S,2931
46632,с.,Малко Попово,HKV,HKV18,HKV18-00,3,8,3,1901,S,2932
46646,с.,Малко село,SLV,SLV11,SLV11-09,3,6,5,1901,SE,2933
46658,с.,Малко Тръново,SZR,SZR36,SZR36-08,3,7,4,1901,SE,2934
46663,гр.,Малко Търново,BGS,BGS12,BGS12-00,1,4,5,1901,SE,2935
46694,с.,Малко Чочовени,SLV,SLV20,SLV20-26,3,7,4,1901,SE,2936
46704,с.,Малко Шарково,JAM,JAM03,JAM03-10,3,7,4,1901,SE,2937
46680,с.,Малкоч,KRZ,KRZ14,KRZ14-24,3,7,5,1901,S,2938
46721,с.,Мало Бучино,SOF,SOF46,SOF46-34,3,6,6,1901,SW,2939
46749,с.,Мало Конаре,PAZ,PAZ19,PAZ19-15,3,4,4,1901,S,2940
46752,с.,Мало Крушево,PDV,PDV37,PDV37-04,3,7,5,1901,S,2941
46766,с.,Мало Малово,SFO,SFO16,SFO16-00,3,8,7,1901,SW,2942
46807,с.,Мало Пещене,VRC,VRC10,VRC10-00,3,8,4,1901,NW,2943
46824,с.,Мало село,KNL,KNL04,KNL04-17,3,6,6,1901,SW,2944
46735,с.,Малоградец,TGV,TGV02,TGV02-00,3,8,5,1901,NE,2945
46773,с.,Маломир,SHU,SHU10,SHU10-08,3,7,4,1901,NE,2946
46783,с.,Маломир,JAM,JAM25,JAM25-23,3,6,3,1901,SE,2947
46797,с.,Маломирово,JAM,JAM07,JAM07-12,3,7,3,1901,SE,2948
46810,с.,Малорад,VRC,VRC05,VRC05-02,3,5,3,1901,NW,2949
49655,с.,Малуша,GAB,GAB05,GAB05-00,3,8,5,1901,N,2950
46841,с.,Малчика,PVN,PVN16,PVN16-09,3,5,2,1901,NW,2951
46855,с.,Малчовци,VTR,VTR04,VTR04-00,3,8,5,1901,N,2952
46869,с.,Малчовци,GAB,GAB35,GAB35-00,3,8,6,1901,N,2953
46872,с.,Малък Девесил,KRZ,KRZ15,KRZ15-27,3,6,6,1901,S,2954
49998,с.,Малък дол,SZR,SZR04,SZR04-00,3,8,4,1901,SE,2955
46886,с.,Малък извор,LOV,LOV38,LOV38-08,3,7,6,1901,NW,2956
46899,с.,Малък извор,HKV,HKV30,HKV30-27,3,6,4,1901,S,2957
46904,с.,Малък манастир,JAM,JAM07,JAM07-13,3,6,4,1901,SE,2958
46913,с.,Малък Поровец,RAZ,RAZ14,RAZ14-14,3,7,4,1901,N,2959
46927,с.,Малък Преславец,SLS,SLS07,SLS07-23,3,7,2,1901,N,2960
46944,с.,Малък чардак,PDV,PDV33,PDV33-04,3,7,4,1901,S,2961
46958,с.,Мамарчево,JAM,JAM03,JAM03-11,3,7,4,1901,SE,2962
46961,с.,Манаселска река,SFO,SFO34,SFO34-04,3,7,5,1901,SW,2963
46975,с.,Манастир,VAR,VAR24,VAR24-12,3,7,2,1901,NE,2964
46989,с.,Манастир,PDV,PDV15,PDV15-00,3,8,8,1901,S,2965
46992,с.,Манастир,HKV,HKV34,HKV34-22,3,7,3,1901,S,2966
47007,с.,Манастирица,TGV,TGV24,TGV24-00,3,8,4,1901,NE,2967
47010,с.,Манастирище,VRC,VRC35,VRC35-03,3,6,2,1901,NW,2968
47024,с.,Манастирище,SFO,SFO43,SFO43-00,3,8,7,1901,SW,2969
47038,с.,Манастирско,RAZ,RAZ17,RAZ17-14,3,7,5,1901,N,2970
47041,с.,Манастирци,RAZ,RAZ17,RAZ17-15,3,7,5,1901,N,2971
47055,с.,Мандра,HKV,HKV34,HKV34-23,3,6,4,1901,S,2972
47069,с.,Мандрица,HKV,HKV11,HKV11-00,3,8,2,1901,S,2973
47072,с.,Маневци,GAB,GAB35,GAB35-00,3,8,6,1901,N,2974
47086,с.,Маноле,PDV,PDV17,PDV17-10,3,4,3,1901,S,2975
47096,с.,Манолич,BGS,BGS23,BGS23-13,3,5,5,1901,SE,2976
47101,с.,Манолово,SZR,SZR24,SZR24-07,3,6,6,1901,SE,2977
47113,с.,Манолско Конаре,PDV,PDV17,PDV17-11,3,6,3,1901,S,2978
47127,с.,Маноя,GAB,GAB12,GAB12-00,3,8,5,1901,N,2979
47130,с.,Манушевци,TGV,TGV02,TGV02-00,3,8,6,1901,NE,2980
47144,с.,Манчево,KRZ,KRZ21,KRZ21-04,3,8,7,1901,S,2981
47158,с.,Марафелци,VTR,VTR13,VTR13-00,3,8,5,1901,N,2982
47161,с.,Мараш,SHU,SHU30,SHU30-13,3,6,3,1901,NE,2983
47175,с.,Марговци,VTR,VTR04,VTR04-09,3,8,6,1901,N,2984
47189,с.,Марикостиново,BLG,BLG33,BLG33-25,3,5,3,1901,SW,2985
47202,с.,Маринка,BGS,BGS04,BGS04-09,3,5,1,1901,SE,2986
47247,с.,Марино поле,BLG,BLG33,BLG33-26,3,6,2,1901,SW,2987
47250,с.,Марино поле,PDV,PDV13,PDV13-00,3,8,5,1901,S,2988
47227,с.,Мариновци,VTR,VTR13,VTR13-00,3,8,6,1901,N,2989
47264,с.,Марица,SFO,SFO39,SFO39-16,3,6,7,1901,SW,2991
47295,с.,Марково,PDV,PDV26,PDV26-18,3,5,4,1901,S,2992
47305,с.,Марково,SZR,SZR04,SZR04-00,3,8,4,1901,SE,2993
47319,с.,Марково,SHU,SHU19,SHU19-07,3,6,4,1901,NE,2994
47322,с.,Марково равнище,VRC,VRC32,VRC32-00,3,8,7,1901,NW,2995
47336,гр.,Мартен,RSE,RSE27,RSE27-03,1,4,1,1901,N,2996
47342,с.,Мартино,KRZ,KRZ16,KRZ16-00,3,8,6,1901,S,2997
47353,с.,Мартиново,MON,MON36,MON36-08,3,7,6,1901,NW,2998
47370,с.,Марулево,BLG,BLG03,BLG03-15,3,8,7,1901,SW,2999
47384,с.,Маруцековци,GAB,GAB35,GAB35-04,3,8,6,1901,N,3000
47408,с.,Марчево,BLG,BLG13,BLG13-08,3,7,6,1901,SW,3001
47411,с.,Марчино,TGV,TGV24,TGV24-00,3,8,4,1901,NE,3002
47425,с.,Марян,VTR,VTR13,VTR13-00,3,8,4,1901,N,3003
47439,с.,Масларево,VTR,VTR26,VTR26-08,3,6,2,1901,N,3004
47442,с.,Маслиново,HKV,HKV34,HKV34-24,3,7,5,1901,S,3005
47456,с.,Матешовци,GAB,GAB35,GAB35-00,3,8,6,1901,N,3006
47468,с.,Маточина,HKV,HKV28,HKV28-00,3,8,3,1901,S,3007
47473,с.,Махалата,BLG,BLG49,BLG49-00,3,8,7,1901,SW,3008
47487,с.,Махалници,VTR,VTR13,VTR13-00,3,8,5,1901,N,3009
47500,с.,Маца,SZR,SZR27,SZR27-14,3,8,4,1901,SE,3010
47528,с.,Медвен,SLV,SLV11,SLV11-10,3,7,5,1901,SE,3011
47531,с.,Медевци,KRZ,KRZ14,KRZ14-25,3,8,5,1901,S,3012
47545,с.,Меден бук,HKV,HKV11,HKV11-05,3,8,3,1901,S,3013
47562,с.,Меден кладенец,JAM,JAM25,JAM25-46,3,7,3,1901,SE,3014
47559,с.,Медени поляни,PAZ,PAZ39,PAZ39-02,3,6,8,1901,S,3015
47583,с.,Медешевци,VID,VID15,VID15-00,3,8,3,1901,NW,3016
47593,с.,Медковец,MON,MON26,MON26-00,3,5,3,1901,NW,3017
47603,с.,Медникарово,SZR,SZR07,SZR07-05,3,7,3,1901,SE,3018
47617,с.,Медовене,RAZ,RAZ16,RAZ16-07,3,7,4,1901,N,3019
47620,с.,Медовец,VAR,VAR16,VAR16-09,3,5,4,1901,NE,3020
47634,с.,Медовина,TGV,TGV24,TGV24-24,3,6,5,1901,NE,3021
47648,с.,Медовница,VID,VID16,VID16-15,3,7,4,1901,NW,3022
47651,с.,Медово,BGS,BGS17,BGS17-14,3,6,3,1901,SE,3023
47665,с.,Медово,SZR,SZR04,SZR04-10,3,7,4,1901,SE,3024
47679,с.,Медово,DOB,DOB15,DOB15-00,3,8,4,1901,NE,3025
47682,с.,Межда,JAM,JAM25,JAM25-47,3,7,3,1901,SE,3026
47696,с.,Межден,SLS,SLS10,SLS10-10,3,6,4,1901,N,3027
47706,с.,Междени,GAB,GAB05,GAB05-00,3,8,6,1901,N,3028
47714,гр.,Мездра,VRC,VRC27,VRC27-00,1,3,4,1901,NW,3029
47723,с.,Мездрея,MON,MON02,MON02-12,3,7,5,1901,NW,3030
47737,с.,Мезек,HKV,HKV28,HKV28-16,3,7,3,1901,S,3031
47754,гр.,Мелник,BLG,BLG40,BLG40-28,1,5,5,1901,SW,3032
47768,с.,Мелница,JAM,JAM07,JAM07-14,3,7,3,1901,SE,3033
47771,с.,Меляне,MON,MON14,MON14-13,3,7,4,1901,NW,3034
47785,с.,Менгишево,SHU,SHU10,SHU10-09,3,7,4,1901,NE,3035
47799,с.,Мендово,BLG,BLG33,BLG33-27,3,8,5,1901,SW,3036
47812,с.,Мененкьово,PAZ,PAZ04,PAZ04-04,3,5,4,1901,S,3037
47826,с.,Мерданя,VTR,VTR20,VTR20-05,3,6,3,1901,N,3038
47843,гр.,Меричлери,HKV,HKV09,HKV09-17,1,5,3,1901,S,3039
47857,с.,Места,BLG,BLG01,BLG01-04,3,6,8,1901,SW,3040
47860,с.,Метлика,KRZ,KRZ15,KRZ15-28,3,7,5,1901,S,3041
47874,с.,Метличина,VAR,VAR09,VAR09-14,3,7,3,1901,NE,3042
47888,с.,Метличина,KRZ,KRZ14,KRZ14-52,3,7,5,1901,S,3043
47891,с.,Метличка,KRZ,KRZ14,KRZ14-26,3,8,6,1901,S,3044
47901,с.,Методиево,DOB,DOB15,DOB15-36,3,7,4,1901,NE,3045
47915,с.,Методиево,SHU,SHU10,SHU10-10,3,7,5,1901,NE,3046
47929,с.,Метохия,KNL,KNL50,KNL50-00,3,8,8,1901,SW,3047
47963,с.,Мечка,PVN,PVN24,PVN24-14,3,6,3,1901,NW,3048
47977,с.,Мечка,RSE,RSE13,RSE13-04,3,6,2,1901,N,3049
47980,с.,Мечкарево,SLV,SLV20,SLV20-27,3,6,3,1901,SE,3050
47994,с.,Мечковица,GAB,GAB05,GAB05-00,3,8,6,1901,N,3051
