kmetstvo,name,center,document,category
PAZ29-02,Бошуля,05949,2,
PAZ29-03,Варвара,10104,2,
PAZ29-04,Ветрен,10820,2,
PAZ29-05,Ветрен дол,10851,2,
PAZ29-06,Виноградец,11154,2,
PAZ29-08,Злокучене,31214,2,
PAZ29-09,Карабунар,36172,2,
PAZ29-10,Ковачево,37491,2,
PAZ29-11,Лозен,44053,2,
PAZ29-12,Семчиново,66202,2,
PAZ29-13,Симеоновец,66439,2,
PAZ29-14,Славовица,67009,2,
PAZ32-01,Блатница,04368,1896,
PAZ32-02,Дюлево,24726,1896,
PAZ32-03,Свобода,65807,1896,
PAZ32-04,Смилец,67516,1896,
PAZ39-02,Медени поляни,47559,1862,
PAZ39-03,Побит камък,59224,1862,
PDV01-02,Боянци,06029,2,
PDV01-07,Златовръх,31108,2,
PDV01-08,Избеглии,32341,2,
PDV01-10,Козаново,37633,2,
PDV01-11,Конуш,38385,2,
PDV01-13,Мулдава,49309,2,
PDV01-14,Нареченски бани,51127,2,
PDV01-15,Новаково,51830,2,
PDV01-17,Патриарх Евтимово,55590,1896,
PDV01-18,Стоево,69273,2,
PDV01-19,Тополово,72789,2,
PDV01-21,Червен,80437,2,
PDV01-22,Леново,43298,159,
PDV01-23,Бачково,02974,1896,
PDV01-24,Нови извор,32398,462,
PDV01-25,Долнослав,22839,1896,
PDV01-26,Жълт камък,29581,1896,
PDV07-02,Борец,05356,2,
PDV07-03,Върбен,12680,1896,
PDV07-05,Зелениково,30750,2,
PDV07-06,Златосел,31160,1896,
PDV07-08,Пъдарско,58983,2,
PDV07-10,Свежен,65526,1896,
PDV07-11,Стрелци,69818,2,
PDV07-12,Сърнегор,70593,1896,
PDV07-15,Чоба,81975,2,
PDV07-16,Тюркмен,73794,1896,
PDV07-17,Розовец,62966,1896,
PDV07-18,Дрангово,23580,463,
PDV07-19,Отец Кирилово,54451,1896,
PDV12-01,Бегово,03085,2,
PDV12-02,Главатар,14996,1896,
PDV12-03,Горна махала,16328,1896,
PDV12-05,Дуванлии,24000,2,
PDV12-06,Дълго поле,24582,2,
PDV12-07,Житница,29475,2,
PDV12-09,Отец Паисиево,54465,1896,
PDV12-10,Песнопой,55926,2,
PDV12-11,Ръжево,63553,1896,
PDV12-12,Ръжево Конаре,63567,2,
PDV12-13,Черноземен,81133,464,
PDV12-14,Долна махала,22191,464,
PDV12-15,Иван Вазово,32038,1896,
PDV12-16,Сухозем,70353,1896,
PDV13-01,Баня,02720,2,
PDV13-02,Бегунци,03109,2,
PDV13-03,Богдан,04563,2,
PDV13-04,Васил Левски,10207,2,
PDV13-05,Ведраре,10291,2,
PDV13-06,Войнягово,12005,2,
PDV13-07,Горни Домлян,16513,2,
PDV13-08,Домлян,22931,2,
PDV13-09,Дъбене,24241,2,
PDV13-10,Иганово,32226,2,
PDV13-11,Калофер,35496,2,
PDV13-12,Каравелово,36186,2,
PDV13-13,Климент,37229,2,
PDV13-14,Клисура,37277,2,
PDV13-16,Кърнаре,40939,2,
PDV13-21,Пролом,58616,2,
PDV13-22,Розино,62949,2,
PDV13-23,Слатина,67235,2,
PDV13-24,Соколица,67903,2,
PDV13-26,Столетово,69420,2,
PDV13-27,Христо Даново,77462,2,
PDV13-29,Певците,55676,465,
PDV13-30,Московец,49117,1896,
PDV13-31,Куртово,40703,1896,
PDV15-01,Белица,03530,1896,
PDV15-02,Дряново,23950,1896,
PDV17-01,Бенковски,03839,2,
PDV17-02,Войводиново,11845,2,
PDV17-03,Войсил,12019,2,
PDV17-04,Граф-Игнатиево,17806,2,
PDV17-05,Динк,21169,2,
PDV17-07,Калековец,35300,2,
PDV17-08,Костиево,38950,2,
PDV17-09,Крислово,39918,2,
PDV17-10,Маноле,47086,2,
PDV17-11,Манолско Конаре,47113,2,
PDV17-12,Радиново,61412,2,
PDV17-13,Рогош,62858,2,
PDV17-14,Скутаре,66915,2,
PDV17-15,Строево,69874,2,
PDV17-16,Трилистник,73122,2,
PDV17-17,Труд,73242,2,
PDV17-18,Царацово,78080,2,
PDV17-19,Ясно поле,87669,2,
PDV17-20,Желязно,29235,468,
PDV23-01,Брягово,06745,2,
PDV23-02,Бяла река,07675,2,
PDV23-03,Виница,11123,2,
PDV23-04,Воден,11627,2,
PDV23-05,Градина,17484,2,
PDV23-07,Драгойново,23385,1896,
PDV23-08,Дълбок извор,24493,2,
PDV23-09,Езерово,27139,2,
PDV23-11,Искра,32826,2,
PDV23-12,Караджалово,36230,2,
PDV23-13,Крушево,40155,2,
PDV23-15,Буково,56335,2,
PDV23-16,Поройна,57806,1896,
PDV23-17,Православен,58089,2,
PDV23-18,Татарево,72093,2,
PDV25-01,Белозем,03620,2,
PDV25-03,Момино село,48948,2,
PDV25-04,Стряма,70010,2,
PDV25-05,Чалъкови,80162,2,
PDV25-06,Шишманци,83380,2,
PDV25-07,Болярино,05270,1896,
PDV26-01,Белащица,03304,2,
PDV26-03,Браниполе,06077,2,
PDV26-04,Брестник,06447,2,
PDV26-05,Брестовица,06505,2,
PDV26-09,Златитрап,31036,2,
PDV26-12,Кадиево,35095,2,
PDV26-14,Крумово,40004,2,
PDV26-18,Марково,47295,2,
PDV26-21,Оризари,53833,1896,
PDV26-23,Първенец,59032,2,
PDV26-28,Устина,75188,2,
PDV26-29,Храбрино,77373,2,
PDV26-30,Цалапица,78029,2,
PDV26-33,Ягодово,87240,2,
PDV28-02,Богданица,04594,2,
PDV28-03,Болярци,05339,2,
PDV28-04,Караджово,36244,2,
PDV28-05,Катуница,36676,2,
PDV28-06,Кочево,39102,2,
PDV28-07,Милево,48152,2,
PDV28-09,Поповица,57621,2,
PDV28-10,Селци,66127,2,
PDV28-11,Чешнегирово,81342,2,
PDV28-12,Ахматово,00847,1896,
PDV28-13,Моминско,48965,470,
PDV33-01,Голям чардак,15970,2,
PDV33-02,Драгомир,23426,2,
PDV33-04,Малък Чардак,46944,2,
PDV33-05,Найден Герово,51069,2,
PDV33-07,Правище,58058,2,
PDV33-08,Царимир,78171,2,
PDV33-09,Любен,44481,1896,
PDV33-10,Неделево,51305,471,
PDV33-11,Церетелево,78392,1896,
PDV37-01,Беловица,03589,2,
PDV37-02,Красново,39579,2,
PDV37-03,Кръстевич,40333,2,
PDV37-04,Мало Крушево,46752,1896,
PDV37-05,Михилци,48564,1896,
PDV37-08,Паничери,55378,2,
PDV37-09,Старо Железаре,68967,2,
PDV37-10,Старосел,69016,2,
PDV37-11,Черничево,81030,472,
PDV37-12,Ново Железаре,52088,1896,
PDV41-01,Йоаким Груево,34028,2,
PDV41-02,Куртово Конаре,40717,2,
PDV41-03,Ново село,52221,2,
PDV41-04,Триводици,73081,2,
PDV42-01,Гълъбово,18277,1896,
PDV42-02,Руен,63238,1896,
PDV43-01,Анево,00480,22,
PER08-04,Бегуновци,03099,1896,
PER08-07,Гигинци,14893,1896,
PER08-15,Ноевци,52324,2,
PER08-16,Долна Секирна,22263,1896,
PER08-17,Кошарево,39150,1896,
PER08-18,Велковци,10548,1896,
PER08-19,Слаковци,67163,1896,
PER19-14,Пещера,56280,1896,
PER22-01,Калище,35434,1896,
PER22-02,Сирищник,66648,1896,
PER22-04,Лобош,43918,1896,
PER22-08,Егълница,27043,1896,
PER32-01,Богдановдол,04618,1896,
PER32-05,Големо Бучино,15504,2,
PER32-06,Дивотино,20986,2,
PER32-07,Драгичево,23251,2,
PER32-09,Кладница,37174,2,
PER32-10,Кралев дол,39387,2,
PER32-11,Лесковец,43428,1896,
PER32-12,Люлин,44656,2,
PER32-13,Мещица,48037,2,
PER32-16,Рударци,63152,2,
PER32-17,Студена,70038,2,
PER32-18,Батановци,72223,2,
PER32-20,Ярджиловци,87480,2,
PER32-21,Селищен дол,66072,1896,
PER32-22,Расник,62219,480,
PER32-23,Черна гора,81952,1896,
PER32-25,Бела вода,55871,1896,
PER32-26,Витановци,11288,1896,
PER32-27,Изток,55871,1896,
PER32-28,Калкас,55871,1896,
PER32-29,Църква,55871,1896,
PER36-04,Владимир,11404,1896,
PER36-05,Горна Диканя,16208,1896,
PER36-07,Дебели лаг,20256,1896,
PER36-08,Долна Диканя,22085,2,
PER36-10,Дрен,23649,2,
PER36-11,Друган,24832,2,
PER36-14,Извор,32384,2,
PER36-23,Прибой,58311,1896,
PER36-24,Старо село,69064,1896,
PER36-25,Стефаново,69239,2,
PER36-26,Гълъбник,18263,1896,
PER36-27,Долни Раковец,22490,483,
PER36-28,Кленовик,41232,1896,
PER36-29,Копаница,38460,1896,
PER36-30,Кондофрей,38265,1896,
PER51-25,Туроковци,73479,1896,
PER51-26,Филиповци,76114,1896,
PVN03-01,Бяла вода,07630,1896,
PVN03-02,Деков,20537,2,
PVN03-03,Кулина вода,40573,1896,
PVN03-04,Петокладенци,56085,2,
PVN03-05,Татари,72117,2,
PVN08-01,Брест,06402,2,
PVN08-02,Гиген,14876,2,
PVN08-03,Искър,14888,1896,
PVN08-04,Долни Вит,22335,2,
PVN08-05,Дъбован,24308,2,
PVN08-06,Загражден,30199,2,
PVN08-08,Ленково,43284,2,
PVN08-09,Милковица,48204,2,
PVN08-10,Сомовит,68045,2,
PVN08-11,Крета,39712,1896,
PVN08-12,Шияково,83394,486,
PVN10-01,Байкал,02227,2,
PVN10-02,Биволаре,03993,2,
PVN10-03,Божурица,05013,2,
PVN10-04,Брегаре,06210,2,
PVN10-05,Горна Митрополия,16345,2,
PVN10-07,Комарево,38145,2,
PVN10-08,Крушовене,40195,2,
PVN10-09,Ореховица,53655,2,
PVN10-10,Победа,56865,2,
PVN10-11,Подем,57025,2,
PVN10-12,Рибен,62596,2,
PVN10-13,Славовица,67012,2,
PVN10-14,Ставерци,68607,2,
PVN10-15,Тръстеник,73359,2,
PVN10-16,Гостиля,17364,1896,
PVN11-01,Бъркач,07524,2,
PVN11-02,Горни Дъбник,16537,2,
PVN11-03,Градина,17470,2,
PVN11-04,Крушовица,40213,2,
PVN11-05,Петърница,56201,2,
PVN11-06,Садовец,65070,2,
PVN16-01,Асеновци,00761,2,
PVN16-02,Аспарухово,00802,2,
PVN16-04,Българене,07274,2,
PVN16-06,Градище,17556,2,
PVN16-07,Изгрев,32531,2,
PVN16-08,Козар Белене,37647,2,
PVN16-09,Малчика,46841,2,
PVN16-10,Обнова,53089,2,
PVN16-11,Стежерово,69153,2,
PVN16-12,Трънчовица,73345,2,
PVN21-02,Бацова махала,02957,2,
PVN21-03,Въбел,12365,2,
PVN21-04,Дебово,20314,2,
PVN21-05,Драгаш войвода,23193,2,
PVN21-10,Муселиево,49415,2,
PVN21-11,Новачене,51932,2,
PVN21-12,Санадиново,65320,2,
PVN21-13,Черковица,80697,2,
PVN21-14,Лозица,44152,1896,
PVN21-15,Любеново,44536,1896,
PVN21-16,Асеново,00744,1896,
PVN23-01,Долни Луковит,22438,2,
PVN23-02,Писарово,56493,2,
PVN23-03,Староселци,69095,2,
PVN24-01,Беглеж,03068,2,
PVN24-02,Бохот,05921,2,
PVN24-03,Брестовец,06495,2,
PVN24-04,Бръшляница,06690,2,
PVN24-05,Буковлък,06999,2,
PVN24-06,Върбица,12752,2,
PVN24-07,Горталово,17258,1896,
PVN24-08,Гривица,17854,2,
PVN24-09,Дисевица,24935,2,
PVN24-10,Коиловци,37856,2,
PVN24-12,Къшин,41037,1896,
PVN24-14,Мечка,47963,2,
PVN24-15,Николаево,51620,2,
PVN24-16,Опанец,53583,2,
PVN24-17,Пелишат,55765,2,
PVN24-18,Радишево,61426,2,
PVN24-19,Ралево,62116,1896,
PVN24-20,Славяново,67088,2,
PVN24-21,Тодорово,72566,1896,
PVN24-22,Тученица,73523,1896,
PVN24-23,Търнене,73674,2,
PVN24-24,Ясен,87597,2,
PVN27-01,Борислав,05493,1896,
PVN27-02,Вълчитрън,12601,2,
PVN27-03,Згалево,30590,2,
PVN27-04,Каменец,35780,2,
PVN27-06,Одърне,53446,2,
PVN27-07,Тотлебен,72881,2,
PVN37-01,Бресте,06433,2,
PVN37-02,Глава,14934,2,
PVN37-03,Горник,16540,2,
PVN37-04,Девенци,20383,2,
PVN37-05,Койнаре,37863,2,
PVN37-06,Лепица,43311,2,
PVN37-07,Радомирци,61580,2,
PVN37-08,Ракита,61950,2,
PVN37-09,Реселец,62503,2,
PVN37-10,Рупци,63361,2,
PVN37-11,Сухаче,70281,2,
PVN37-12,Телиш,72206,2,
PVN37-13,Чомаковци,81551,2,
PVN39-01,Бреница,06375,25,
PVN39-02,Еница,27509,25,
PVN39-03,Лазарово,43044,25,
RAZ11-01,Брестовене,06481,2,
RAZ11-02,Веселец,10714,2,
RAZ11-03,Иван Шишманово,32192,2,
RAZ11-04,Острово,54417,2,
RAZ11-05,Прелез,58147,2,
RAZ11-06,Сушево,70384,2,
RAZ14-01,Белинци,03472,2,
RAZ14-02,Бърдоква,07452,2,
RAZ14-03,Вазово,10015,2,
RAZ14-04,Голям Поровец,15953,2,
RAZ14-05,Делчево,20609,2,
RAZ14-06,Лудогорци,24116,2,
RAZ14-07,Духовец,24150,2,
RAZ14-08,Драгомъж,24921,2,
RAZ14-09,Йонково,34103,2,
RAZ14-10,Китанчево,37010,2,
RAZ14-12,Къпиновци,40899,2,
RAZ14-13,Лъвино,44358,2,
RAZ14-14,Малък Поровец,46913,2,
RAZ14-15,Печеница,56232,2,
RAZ14-16,Подайва,56945,2,
RAZ14-17,Райнино,61875,2,
RAZ14-18,Свещари,65650,2,
RAZ14-19,Средоселци,68552,2,
RAZ14-20,Старо селище,69047,2,
RAZ14-21,Тодорово,72578,2,
RAZ14-22,Яким Груево,87285,2,
RAZ14-23,Малко Йонково,50512,1385,
RAZ16-01,Беловец,03575,2,
RAZ16-02,Бисерци,04131,2,
RAZ16-03,Божурово,05058,2,
RAZ16-04,Горичево,16105,660,
RAZ16-05,Задруга,30212,2,
RAZ16-06,Звънарци,30541,2,
RAZ16-07,Медовене,47617,660,
RAZ16-08,Мъдрево,49518,2,
RAZ16-09,Савин,65022,2,
RAZ16-10,Севар,65886,2,
RAZ16-11,Сеслав,66295,2,
RAZ16-12,Тертер,72337,1896,
RAZ16-14,Точилари,72895,660,
RAZ16-16,Юпер,86091,2,
RAZ16-17,Каменово,35897,34,
RAZ16-18,Равно,61203,34,
RAZ17-02,Веселина,10759,2,
RAZ17-04,Гороцвет,17066,2,
RAZ17-05,Градина,17498,2,
RAZ17-07,Бели Лом,24092,2,
RAZ17-08,Каменар,35715,2,
RAZ17-10,Крояч,39949,1896,
RAZ17-12,Ловско,44937,2,
RAZ17-14,Манастирско,47038,1896,
RAZ17-15,Манастирци,47041,1896,
RAZ17-21,Сейдол,65992,2,
RAZ17-22,Синя вода,66593,2,
RAZ17-23,Студенец,70069,2,
RAZ17-25,Трапище,73002,2,
RAZ17-26,Тръбач,73262,1896,
RAZ17-27,Чудомир,81619,2,
RAZ26-01,Балкански,02467,1896,
RAZ26-02,Благоево,04296,2,
RAZ26-03,Гецово,18589,2,
RAZ26-04,Дряновец,23902,2,
RAZ26-05,Дянково,24829,2,
RAZ26-06,Киченица,37109,2,
RAZ26-07,Липник,43760,2,
RAZ26-08,Мортагоново,49093,2,
RAZ26-09,Недоклан,51353,1896,
RAZ26-10,Осенец,54105,2,
RAZ26-11,Побит камък,56890,1896,
RAZ26-12,Пороище,59416,1896,
RAZ26-13,Радинград,61385,2,
RAZ26-14,Раковски,62089,2,
RAZ26-15,Стражец,70860,2,
RAZ26-16,Ушинци,75246,1896,
RAZ26-18,Ясеновец,87624,2,
RAZ26-19,Топчии,72850,34,
RAZ26-20,Просторно,58668,1896,
RAZ29-01,Богданци,04666,2,
RAZ29-02,Богомилци,04741,2,
RAZ29-03,Владимировци,11449,2,
RAZ29-04,Голяма вода,15669,2,
RAZ29-05,Голям извор,15761,2,
RAZ29-06,Желязковец,29218,2,
RAZ29-07,Здравец,30630,2,
RAZ29-09,Кривица,39815,2,
RAZ29-10,Ножарово,52341,2,
RAZ29-11,Пчелина,58877,2,
RAZ29-12,Хума,77517,2,
RAZ29-13,Хърсово,77579,2,
RAZ36-01,Езерче,27156,2,
RAZ36-02,Костанденец,38830,2,
RSE03-01,Батин,02854,2,
RSE03-03,Волово,12067,1896,
RSE03-04,Горно Абланово,16674,2,
RSE03-05,Екзарх Йосиф,27173,2,
RSE03-06,Обретеник,53117,2,
RSE03-07,Брестовица,06519,1896,
RSE04-03,Босилковци,05743,2,
RSE04-05,Дряновец,23916,2,
RSE04-06,Копривец,38529,2,
RSE04-09,Полско Косово,57368,2,
RSE04-10,Бистренци,04162,1896,
RSE04-11,Ботров,05877,1896,
RSE04-12,Лом Черковна,05133,527,
RSE04-13,Пейчиново,55720,1896,
RSE04-14,Стърмен,70130,1896,
RSE05-02,Глоджево,15151,2,
RSE05-04,Кривня,39832,2,
RSE05-05,Писанец,56441,1896,
RSE05-08,Сеново,66229,2,
RSE05-09,Смирненски,67578,2,
RSE08-01,Баниска,02587,2,
RSE08-02,Батишница,02868,2,
RSE08-03,Бъзовец,07212,2,
RSE08-05,Каран Върбовка,36364,2,
RSE08-06,Кацелово,36703,2,
RSE08-08,Помен,57488,2,
RSE08-09,Чилнов,81373,2,
RSE08-10,Могилино,30380,1896,
RSE08-11,Острица,54362,1896,
RSE13-02,Кошов,39205,1896,
RSE13-03,Красен,39520,2,
RSE13-04,Мечка,47977,2,
RSE13-06,Пиргово,56397,2,
RSE13-08,Тръстеник,73362,2,
RSE13-10,Щръклево,84049,2,
RSE13-11,Червен,80443,1896,
RSE13-12,Сваленик,65509,29,
RSE27-01,Басарбово,02796,2,
RSE27-02,Долно Абланово,22558,1896,
RSE27-03,Мартен,47336,2,
RSE27-04,Николово,51679,2,
RSE27-05,Ново село,52235,2,
RSE27-06,Просена,58637,2,
RSE27-07,Семерджиево,66158,2,
RSE27-08,Хотанца,77342,2,
RSE27-09,Червена вода,80460,2,
RSE27-11,Сандрово,65348,2,
RSE27-12,Тетово,72357,43,
RSE27-13,Ястребово,87700,398,
RSE27-14,Бъзън,07231,1500,
RSE33-01,Бабово,02083,2,
RSE33-02,Борисово,05517,2,
RSE33-03,Бръшлен,06673,2,
RSE33-04,Голямо Враново,15829,2,
RSE33-05,Кошарна,39178,2,
RSE33-06,Малко Враново,46560,2,
RSE33-07,Ряхово,63668,2,
RSE33-09,Стамболово,68713,2,
RSE33-10,Юделник,86026,2,
RSE37-01,Белцов,03745,2,
RSE37-02,Беляново,03808,1896,
RSE37-04,Долна Студена,22277,2,
RSE37-05,Караманово,36316,2,
RSE37-06,Кривина,39788,2,
RSE37-07,Новград,51977,2,
RSE37-08,Пиперково,56366,2,
RSE37-09,Джулюница,20849,1896,
SFO06-01,Гурмазово,18174,1896,
SFO06-03,Пожарево,57100,1896,
SFO06-04,Пролеша,58606,2,
SFO06-06,Хераково,77246,2,
SFO06-07,Храбърско,77400,2,
SFO07-02,Врачеш,12283,2,
SFO07-03,Гурково,18143,1896,
SFO07-07,Литаково,43904,2,
SFO07-08,Новачене,51946,2,
SFO07-09,Радотина,61594,1896,
SFO07-11,Скравена,66860,2,
SFO07-12,Трудовец,73256,2,
SFO09-02,Гинци,14903,1896,
SFO09-08,Шума,83466,1896,
SFO10-01,Априлово,00549,2,
SFO10-02,Байлово,02258,1896,
SFO10-03,Белопопци,03705,2,
SFO10-04,Гайтанево,14338,1896,
SFO10-05,Горно Камарци,16794,1896,
SFO10-06,Долна Малина,22174,1896,
SFO10-07,Долно Камарци,22647,2,
SFO10-08,Макоцево,46231,1896,
SFO10-09,Негушево,51281,1896,
SFO10-10,Осоица,54287,1896,
SFO10-11,Саранци,65419,1896,
SFO10-12,Стъргел,70127,1896,
SFO10-13,Чеканчево,80282,1896,
SFO16-04,Габер,14034,2,
SFO16-05,Големо Малово,15518,1896,
SFO16-08,Калотина,35479,1896,
SFO16-15,Цацаровци,78255,1896,
SFO17-02,Габра,14074,2,
SFO17-03,Голема Раковица,15432,1896,
SFO17-04,Григорево,17885,2,
SFO17-05,Елин Пелин,18490,2,
SFO17-06,Доганово,21779,2,
SFO17-07,Елешница,34120,1896,
SFO17-09,Лесново,43445,2,
SFO17-10,Мусачево,49388,2,
SFO17-11,Нови хан,52012,2,
SFO17-12,Огняново,53343,1896,
SFO17-13,Петково,56006,2,
SFO17-15,Равно поле,61248,2,
SFO17-16,Столник,69448,2,
SFO17-17,Чурек,81760,1896,
SFO18-02,Брусен,06608,1896,
SFO18-03,Лопян,44313,2,
SFO18-04,Лъга,44389,1896,
SFO18-05,Малки Искър,49641,2,
SFO18-07,Рибарица,62582,1896,
SFO18-08,Ямна,87391,1896,
SFO20-01,Стамболово,04830,2,
SFO20-06,Вакарел,10029,2,
SFO20-08,Веринско,10690,1896,
SFO20-09,Живково,29338,2,
SFO20-11,Мирово,48369,1896,
SFO20-14,Полянци,57443,1896,
SFO20-16,Черньово,81253,1896,
SFO25-01,Горна Василица,18561,1896,
SFO25-02,Костенец,38916,2,
SFO25-04,Пчелин,58863,1896,
SFO25-05,Момин проход,50245,1383,
SFO26-01,Безден,03191,1896,
SFO26-03,Бучин проход,07171,1896,
SFO26-04,Голяновци,15984,2,
SFO26-05,Градец,17449,1896,
SFO26-06,Драговищица,23296,2,
SFO26-08,Опицвет,53607,1896,
SFO26-09,Петърч,56215,2,
SFO26-10,Чибаовци,81356,1896,
SFO34-01,Видраре,11020,2,
SFO34-02,Джурово,20897,2,
SFO34-03,Калугерово,35585,1896,
SFO34-04,Манаселска река,46961,1896,
SFO34-05,Осиковица,54170,2,
SFO34-06,Осиковска Лакавица,54211,1896,
SFO34-08,Равнище,61189,1896,
SFO34-09,Разлив,61807,2,
SFO39-01,Алино,00391,1896,
SFO39-02,Бели Искър,03441,2,
SFO39-03,Белчин,03767,2,
SFO39-04,Говедарци,15285,2,
SFO39-05,Горни Окол,16599,1896,
SFO39-06,Гуцал,18201,1896,
SFO39-09,Доспей,23039,2,
SFO39-10,Драгушиново,23491,2,
SFO39-11,Злокучене,31228,1896,
SFO39-12,Клисура,37294,1896,
SFO39-13,Ковачевци,37527,2,
SFO39-14,Маджаре,46067,1896,
SFO39-15,Мала църква,46276,2,
SFO39-16,Марица,47264,2,
SFO39-18,Поповяне,57697,1896,
SFO39-19,Продановци,58548,2,
SFO39-20,Радуил,61604,2,
SFO39-21,Райово,61922,2,
SFO39-22,Рельово,62486,1896,
SFO39-23,Шипочане,83243,1896,
SFO39-24,Широки дол,83291,2,
SFO39-25,Ярлово,87552,1896,
SFO43-03,Брезе,06272,1896,
SFO43-06,Владо Тричков,11510,2,
SFO43-07,Габровница,14194,1896,
SFO43-08,Бов,14461,2,
SFO43-09,Лакатник,14475,2,
SFO43-12,Дружево,23798,1896,
SFO43-14,Желен,29163,1896,
SFO43-17,Заселе,30350,1896,
SFO43-18,Зимевица,30847,1896,
SFO43-19,Искрец,32843,2,
SFO43-20,Лакатник,43092,1896,
SFO43-22,Луково,44330,1896,
SFO43-23,Миланово,48129,2,
SFO43-26,Осеновлаг,54122,1896,
SFO43-27,Реброво,62387,2,
SFO43-29,Свидня,65663,2,
SFO43-30,Томпсън,72655,2,
SFO43-32,Церово,78481,2,
SFO45-01,Алдомировци,00223,2,
SFO47-01,Карлиево,36484,1896,
SFO47-02,Петрич,56137,1896,
SFO47-03,Църквище,78669,1896,
SFO55-01,Душанци,24164,2,
SFO56-02,Буново,07051,1896,
SFO56-04,Смолско,67636,1896,
SHU07-01,Борци,05685,2,
SHU07-02,Боян,05966,2,
SHU07-03,Буйновица,06865,2,
SHU07-04,Габрица,14132,2,
SHU07-05,Денница,20643,1896,
SHU07-06,Дренци,23724,660,
SHU07-07,Изгрев,32562,2,
SHU07-08,Капитан Петко,36155,2,
SHU07-09,Осеновец,54119,2,
SHU07-10,Страхилица,69729,1896,
SHU07-12,Черноглавци,81061,2,
SHU07-13,Ясенково,87610,2,
SHU10-01,Божурово,05075,2,
SHU10-02,Бяла река,07692,2,
SHU10-03,Иваново,32113,2,
SHU10-06,Кьолмен,41054,1896,
SHU10-07,Ловец,43949,2,
SHU10-08,Маломир,46773,2,
SHU10-09,Менгишево,47785,2,
SHU10-10,Методиево,47915,2,
SHU10-11,Нова Бяла река,51785,2,
SHU10-12,Станянци,68847,2,
SHU10-14,Тушовица,73537,2,
SHU10-15,Чернооково,81222,2,
SHU10-16,Крайгорци,39298,1896,
SHU10-17,Конево,38306,400,
SHU10-18,Сушина,70398,400,
SHU11-01,Байково,02244,660,
SHU11-02,Близнаци,04430,660,
SHU11-04,Висока поляна,11257,660,
SHU11-05,Върбак,12663,660,
SHU11-06,Длъжко,21289,660,
SHU11-07,Добри Войниково,21405,660,
SHU11-08,Единаковци,27067,660,
SHU11-09,Живково,29341,2,
SHU11-10,Звегор,30421,660,
SHU11-11,Иглика,32250,660,
SHU11-12,Калино,35417,1896,
SHU11-13,Каменяк,35969,2,
SHU11-14,Развигорово,61697,660,
SHU11-15,Сливак,67283,660,
SHU11-16,Студеница,70099,2,
SHU11-17,Тервел,72285,660,
SHU11-18,Тимарево,72401,2,
SHU11-19,Трем,73050,660,
SHU11-20,Черна,80772,660,
SHU18-01,Браничево,06094,2,
SHU18-02,Гусла,18188,2,
SHU18-03,Дойранци,21811,2,
SHU18-04,Долина,21960,2,
SHU18-05,Загориче,30137,2,
SHU18-06,Климент,37232,2,
SHU18-07,Лятно,44865,2,
SHU18-08,Наум,51158,2,
SHU18-09,Пристое,58485,2,
SHU18-10,Сини вир,66531,2,
SHU18-11,Средковец,68388,2,
SHU18-12,Тодор Икономово,72549,2,
SHU18-13,Тъкач,73554,2,
SHU19-01,Върбяне,12838,660,
SHU19-02,Златна нива,31084,2,
SHU19-03,Каспичан,36590,2,
SHU19-04,Косово,38804,1896,
SHU19-05,Кюлевча,41109,1896,
SHU19-07,Марково,47319,2,
SHU19-08,Могила,48773,2,
SHU19-09,Плиска,56770,2,
SHU21-02,Вълнари,12509,2,
SHU21-04,Красен дол,39548,1896,
SHU21-05,Крива река,39760,2,
SHU21-06,Пет могили,56071,2,
SHU21-09,Цани Гинчево,78032,2,
SHU21-10,Църквица,78656,2,
SHU21-11,Каравелово,36194,401,
SHU21-12,Ружица,63269,401,
SHU21-13,Хърсово,77582,401,
SHU22-02,Войвода,11819,2,
SHU22-03,Енево,27471,660,
SHU22-04,Жилино,29391,1896,
SHU22-05,Зайчино ореше,30274,1896,
SHU22-06,Избул,32353,2,
SHU22-07,Мировци,48386,2,
SHU22-08,Памукчии,55292,2,
SHU22-10,Правенци,58027,660,
SHU22-11,Преселка,58205,1896,
SHU22-12,Сечище,66353,1896,
SHU22-13,Стан,68744,660,
SHU22-14,Стоян Михайловски,69506,2,
SHU23-01,Драгоево,23340,2,
SHU23-02,Златар,30942,2,
SHU23-03,Имренчево,32723,660,
SHU23-04,Кочово,39133,2,
SHU23-05,Миланово,48132,2,
SHU23-06,Мокреш,48862,660,
SHU23-07,Мостич,49148,660,
SHU23-08,Осмар,54273,1896,
SHU23-09,Суха река,70278,1896,
SHU23-10,Троица,73170,2,
SHU23-11,Хан Крум,78210,1896,
SHU25-03,Веселиново,10762,2,
SHU25-06,Ново Янково,52310,1896,
SHU25-07,Риш,62732,2,
SHU25-08,Черни връх,80950,1896,
SHU25-09,Янково,87429,2,
SHU25-10,Бял бряг,07729,1896,
SHU30-01,Белокопитово,03633,1896,
SHU30-02,Васил Друмев,10176,1896,
SHU30-03,Ветрище,10882,1896,
SHU30-04,Вехтово,10923,2,
SHU30-05,Градище,17573,2,
SHU30-06,Дибич,20938,2,
SHU30-07,Друмево,23813,2,
SHU30-08,Ивански,32158,2,
SHU30-09,Илия Блъсково,32706,1896,
SHU30-10,Кладенец,37135,1896,
SHU30-11,Коньовец,41188,2,
SHU30-12,Лозево,44032,1896,
SHU30-13,Мараш,47161,2,
